day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-11,6,2021-06-11 06:59:59,15.00,4.00,1.00,4.00,0.00,4.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,20.00,50.50,25.00,20.50,13.00,20.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,3.00,62.00,15.00,3.50,11.00,3.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,11.00,40.00,5.00,11.00,15.00,11.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,41.33,27.22,6.89,41.33,3.00,41.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,10.33,3.00,1.67,9.83,4.00,10.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,7.00,3.50,0.50,8.50,43.00,8.00,0.0698,0.0000
2021-06-11,6,2021-06-11 06:59:59,30.00,54.00,835.00,30.50,0.00,46.00,0.0000,0.0000
2021-06-11,6,2021-06-11 06:59:59,7033.00,2.00,3.00,13866.00,4.00,23.00,0.0000,0.2593
2021-06-11,7,2021-06-11 07:04:59,22.38,5.38,9.13,23.50,23.00,37.00,0.0000,0.0000
2021-06-11,7,2021-06-11 07:04:59,1016.00,1.00,0.00,13.00,1.00,13.00,0.0000,0.0000
2021-06-11,7,2021-06-11 07:04:59,10.00,4.00,2.00,9.00,22.00,9.00,0.0417,0.0000
2021-06-11,7,2021-06-11 07:04:59,25.50,0.00,274.50,25.00,0.00,25.00,0.0000,0.0000
2021-06-11,7,2021-06-11 07:04:59,35.00,4.00,3.00,34.50,3.00,32.00,0.0385,0.0000
2021-06-11,7,2021-06-11 07:04:59,13.80,5.56,27.67,13.70,29.00,16.00,0.0268,0.0000
2021-06-11,7,2021-06-11 07:04:59,4.50,0.00,0.00,3.75,2.00,3.00,0.0000,0.0000
2021-06-11,7,2021-06-11 07:04:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-11,7,2021-06-11 07:04:59,14.23,4.83,3.50,13.92,22.00,16.00,0.0547,0.0000
2021-06-11,7,2021-06-11 07:09:59,17.00,6.25,1.25,39.60,39.00,17.00,0.0638,0.0000
