day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:09:59,0.00,0.00,0.00,7.00,44.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,11.50,35.50,0.25,11.25,14.00,11.00,0.1837,0.0000
2021-06-10,18,2021-06-10 18:09:59,19.00,36.67,6.00,18.00,40.00,18.00,0.0196,0.0000
2021-06-10,18,2021-06-10 18:09:59,19.00,39.50,0.50,20.50,40.00,20.00,0.0303,0.0000
2021-06-10,18,2021-06-10 18:09:59,0.00,0.00,0.00,10.50,36.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,9.00,41.00,0.00,10.00,19.00,9.00,0.0500,0.0000
2021-06-10,18,2021-06-10 18:14:59,0.00,0.00,0.00,0.00,39.00,7.00,0.0000,0.1707
2021-06-10,18,2021-06-10 18:14:59,16.00,28.33,1.33,16.00,30.00,16.00,0.0333,0.0000
2021-06-10,18,2021-06-10 18:14:59,12.00,35.00,1.00,18.00,32.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,19.50,39.25,0.00,30.75,29.00,33.00,0.0488,0.0000
2021-06-10,18,2021-06-10 18:19:59,15.71,34.86,0.43,30.43,17.00,30.00,0.1091,0.0000
2021-06-10,18,2021-06-10 18:19:59,15.00,34.00,0.00,20.00,32.00,11.00,0.0161,0.0000
2021-06-10,18,2021-06-10 18:19:59,8.00,38.00,0.00,9.00,41.00,8.00,0.0455,0.0000
2021-06-10,18,2021-06-10 18:19:59,19.60,35.60,1.60,23.00,38.00,22.00,0.0111,0.0000
2021-06-10,18,2021-06-10 18:19:59,0.00,0.00,0.00,0.00,20.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,10.00,43.00,0.00,10.00,23.00,10.00,0.1000,0.0000
2021-06-10,18,2021-06-10 18:24:59,13.00,31.00,3.00,16.00,34.00,11.00,0.0303,0.0000
2021-06-10,18,2021-06-10 18:24:59,13.25,35.50,0.50,18.75,16.00,18.00,0.1795,0.0000
2021-06-10,18,2021-06-10 18:24:59,0.00,0.00,0.00,0.00,41.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,12.00,37.50,3.00,13.50,34.00,13.00,0.0714,0.0000
2021-06-10,18,2021-06-10 18:29:59,11.00,33.25,0.00,21.50,36.00,20.00,0.0938,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,25.00,7.00,0.0000,0.1591
2021-06-10,18,2021-06-10 18:29:59,10.50,41.25,0.25,21.00,17.00,21.00,0.1667,0.0000
2021-06-10,18,2021-06-10 18:29:59,15.00,42.00,70.00,16.00,34.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,9.08,41.92,0.46,8.85,23.00,11.00,0.0025,0.0000
2021-06-10,18,2021-06-10 18:34:59,25.25,9.25,2.25,26.75,24.00,17.00,0.0105,0.0000
2021-06-10,18,2021-06-10 18:34:59,5.60,30.20,2.80,6.00,30.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,16.67,33.33,0.33,17.33,35.00,16.00,0.0323,0.0000
2021-06-10,18,2021-06-10 18:34:59,14.00,39.67,1.67,11.33,32.00,11.00,0.0153,0.0000
2021-06-10,18,2021-06-10 18:34:59,17.00,39.00,113.00,18.00,42.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,8.00,37.75,0.75,17.75,35.00,15.00,0.0606,0.0000
2021-06-10,18,2021-06-10 18:34:59,0.00,0.00,0.00,0.00,29.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,13.00,40.33,0.67,14.67,35.00,14.00,0.0143,0.0000
2021-06-10,18,2021-06-10 18:39:59,10.33,25.11,14.11,10.33,12.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,18.00,25.00,1.00,18.00,25.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,12.67,41.33,18.33,13.00,42.00,12.00,0.0192,0.0000
2021-06-10,18,2021-06-10 18:39:59,12.00,50.00,1.00,12.00,25.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,16.00,21.00,0.00,17.00,47.00,16.00,0.0714,0.0000
2021-06-10,18,2021-06-10 18:39:59,10.62,38.38,3.00,11.62,23.00,9.00,0.0247,0.0000
2021-06-10,18,2021-06-10 18:39:59,8.00,45.00,1.00,9.00,21.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,9.00,38.00,0.25,14.25,26.00,12.00,0.1667,0.0000
2021-06-10,18,2021-06-10 18:39:59,14.75,46.75,3.00,21.00,25.00,12.00,0.0131,0.0000
2021-06-10,18,2021-06-10 18:39:59,0.00,0.00,0.00,0.00,35.00,8.00,0.0000,0.2625
2021-06-10,18,2021-06-10 18:39:59,11.40,28.00,12.60,12.60,35.00,14.00,0.0213,0.0000
2021-06-10,18,2021-06-10 18:39:59,13.62,37.00,5.48,15.29,34.00,12.00,0.0184,0.0000
2021-06-10,18,2021-06-10 18:39:59,42.00,21.00,3.33,42.33,35.00,45.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,4.00,19.00,2.00,3.00,13.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,67.50,37.50,2.50,67.00,21.00,69.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,51.75,45.00,34.25,51.50,19.00,54.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,15.33,30.67,7.67,19.00,18.00,11.00,0.0179,0.0000
2021-06-10,18,2021-06-10 18:44:59,12.61,38.39,3.00,13.17,40.00,11.00,0.0199,0.0000
2021-06-10,18,2021-06-10 18:44:59,10.64,38.00,2.07,11.29,29.00,11.00,0.0156,0.0000
2021-06-10,18,2021-06-10 18:44:59,0.00,0.00,0.00,0.00,33.00,7.00,0.0000,0.3231
2021-06-10,18,2021-06-10 18:44:59,24.00,39.33,6.00,38.67,18.00,38.00,0.0526,0.0000
2021-06-10,18,2021-06-10 18:44:59,7.67,38.17,3.50,10.17,28.00,9.00,0.0217,0.0000
2021-06-10,18,2021-06-10 18:44:59,10.33,38.33,2.00,10.67,39.00,8.00,0.0123,0.0000
2021-06-10,18,2021-06-10 18:44:59,15.00,34.80,2.40,21.60,32.00,18.00,0.0202,0.0000
2021-06-10,18,2021-06-10 18:44:59,5.00,42.00,38.00,5.00,57.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,12.50,43.50,0.00,12.50,34.00,11.00,0.0256,0.0000
2021-06-10,18,2021-06-10 18:44:59,42.00,49.00,7.00,41.00,30.00,41.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,18.00,21.00,54.00,17.00,42.00,26.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,10.33,30.67,0.67,11.00,40.00,10.00,0.0658,0.0123
2021-06-10,18,2021-06-10 18:44:59,0.00,0.00,0.00,0.00,49.00,8.00,0.0000,0.3373
2021-06-10,18,2021-06-10 18:44:59,13.50,24.83,2.50,14.33,34.00,17.00,0.0102,0.0000
2021-06-10,18,2021-06-10 18:49:59,12.25,35.50,19.00,20.80,37.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,9.25,42.25,0.00,14.25,16.00,13.00,0.1739,0.0000
2021-06-10,18,2021-06-10 18:49:59,11.80,37.80,1.20,12.40,46.00,14.00,0.0521,0.0050
