day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,0,2021-06-10 00:09:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,12.00,2.50,4.00,11.00,4.00,19.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,15.00,7.00,0.00,15.00,12.00,15.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,23.00,4.00,1.00,23.00,4.00,36.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,30.00,5.00,4.00,26.00,12.00,30.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,43.50,7.00,9.50,43.50,5.00,43.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,32.00,6.00,5.00,26.00,21.00,45.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,30.67,4.00,7.33,30.67,6.00,30.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,3.00,6.00,3.00,3.00,6.00,8.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,8.60,6.00,18.00,8.80,20.00,9.00,0.0494,0.0000
2021-06-10,0,2021-06-10 00:39:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,3.00,4.00,3.00,3.00,6.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,14.00,6.67,6.33,13.50,5.00,13.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:49:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:49:59,14.50,3.00,1.00,14.00,3.00,14.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,14.00,4.00,2.00,14.00,26.00,27.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,2.00,3.00,1.00,3.00,12.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,11.25,5.13,47.00,9.25,12.00,17.00,0.0064,0.0000
2021-06-10,0,2021-06-10 00:59:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:09:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:14:59,3.00,6.00,2.00,3.00,4.00,16.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:19:59,30.33,5.33,7.67,30.33,5.00,30.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:19:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:29:59,12.25,7.25,3.50,11.75,33.00,9.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:34:59,3.00,8.00,4.00,13.00,63.00,6.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:34:59,15.00,5.00,1.00,14.00,27.00,27.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:34:59,7.00,4.00,12.00,7.00,30.00,20.00,0.0833,0.0000
2021-06-10,1,2021-06-10 01:39:59,8.00,2.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:44:59,2.00,7.00,1.00,2.00,6.00,1.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:49:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:54:59,43.00,4.00,24.00,18.00,98.00,57.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:59:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:09:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:14:59,14.00,4.00,9.00,13.00,0.00,33.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:14:59,18.00,5.00,2.00,18.00,6.00,31.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:14:59,25.00,4.00,4.00,21.00,12.00,25.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:14:59,2.00,5.00,2.00,13.00,21.00,2.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:14:59,35.40,5.20,6.80,35.40,5.00,37.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:19:59,15.17,8.33,2.83,15.33,3.00,15.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:19:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:29:59,43.67,4.50,10.00,43.67,4.00,43.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:34:59,10.00,5.50,14.00,10.50,10.00,12.00,0.0333,0.0000
2021-06-10,2,2021-06-10 02:34:59,2.33,4.00,3.33,2.33,13.00,5.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:39:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:44:59,31.33,6.00,6.50,31.33,7.00,31.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:44:59,2.00,4.00,1.00,2.00,51.00,2.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:49:59,0.00,0.00,0.00,603.00,8.00,48.00,0.3333,0.0000
2021-06-10,2,2021-06-10 02:49:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:49:59,10.00,4.00,4.00,10.00,12.00,10.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:49:59,46.50,5.50,2.50,46.50,4.00,46.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:49:59,13.44,7.78,3.22,11.33,33.00,15.00,0.0017,0.0103
2021-06-10,2,2021-06-10 02:54:59,14.17,58.33,1.67,14.17,104.00,17.00,0.0492,0.0000
2021-06-10,2,2021-06-10 02:54:59,13.33,74.78,3.33,13.22,91.00,16.00,0.0517,0.0000
2021-06-10,2,2021-06-10 02:54:59,15.00,108.50,2.50,15.00,48.00,31.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:54:59,2.00,12.00,1.00,1.00,62.00,12.00,0.0667,0.0000
2021-06-10,2,2021-06-10 02:54:59,3.00,11.00,5.00,129.00,52.00,12.00,0.0204,0.0000
2021-06-10,2,2021-06-10 02:54:59,15.00,5.00,4.00,15.00,46.00,28.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:59:59,27.00,7.00,1.00,26.00,22.00,27.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:59:59,6.00,2.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:04:59,30.00,5.00,18.00,29.00,0.00,29.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:09:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,14.00,8.20,2.20,11.80,18.00,12.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,10.00,8.50,6.00,9.50,22.00,16.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,44.21,7.36,4.32,44.29,8.00,44.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,11.00,5.00,5.00,11.00,20.00,17.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,25.00,6.00,3.00,22.00,15.00,25.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,6.33,6.00,6.00,6.00,31.00,5.00,0.0294,0.0000
2021-06-10,3,2021-06-10 03:14:59,3.00,7.50,11.00,2.00,10.00,2.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:14:59,40.50,17.75,16.25,40.75,7.00,49.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:19:59,2.00,6.00,7.00,2.00,6.00,2.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:19:59,10.00,8.00,11.00,10.00,0.00,10.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:19:59,31.33,4.33,7.33,31.33,8.00,31.00,0.0000,0.0000
2021-06-10,3,2021-06-10 03:24:59,14.00,5.00,16.00,13.00,0.00,13.00,0.0000,0.0000
