day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,1,2021-06-10 01:29:59,10.50,0.25,0.75,10.50,1.00,20.00,0.0000,0.0000
2021-06-10,2,2021-06-10 02:29:59,10.80,0.60,0.60,10.80,1.00,20.00,0.0000,0.0000
2021-06-10,11,2021-06-10 11:54:59,13.25,1.00,0.00,13.25,1.00,23.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,11.25,0.50,1.00,11.75,1.00,20.00,0.0000,0.0000
2021-06-11,2,2021-06-11 02:14:59,12.00,0.75,0.75,12.00,1.00,21.00,0.0000,0.0000
2021-06-11,2,2021-06-11 02:29:59,12.50,1.00,0.25,12.25,1.00,22.00,0.0000,0.0000
2021-06-11,3,2021-06-11 03:34:59,12.25,0.75,0.25,12.00,0.00,22.00,0.0000,0.0000
2021-06-11,11,2021-06-11 11:54:59,11.00,0.50,0.75,11.00,1.00,20.00,0.0000,0.0000
2021-06-11,18,2021-06-11 18:24:59,11.25,1.00,0.50,11.25,1.00,21.00,0.0000,0.0000
2021-06-12,2,2021-06-12 02:14:59,13.25,1.00,0.25,13.00,1.00,23.00,0.0000,0.0000
2021-06-12,2,2021-06-12 02:29:59,12.25,0.75,0.25,12.50,0.00,22.00,0.0000,0.0000
2021-06-12,4,2021-06-12 04:09:59,11.50,0.50,0.75,11.25,1.00,21.00,0.0000,0.0000
2021-06-12,11,2021-06-12 11:54:59,12.00,0.75,0.25,12.00,0.00,21.00,0.0000,0.0000
2021-06-12,18,2021-06-12 18:24:59,13.25,1.00,0.00,13.00,1.00,22.00,0.0000,0.0000
2021-06-13,1,2021-06-13 01:44:59,13.50,0.75,0.50,13.50,0.00,23.00,0.0000,0.0000
2021-06-13,2,2021-06-13 02:29:59,13.25,0.75,0.50,13.25,1.00,23.00,0.0000,0.0000
2021-06-13,3,2021-06-13 03:24:59,11.50,0.75,0.50,11.50,1.00,21.00,0.0000,0.0000
2021-06-13,11,2021-06-13 11:54:59,10.75,0.75,0.50,11.25,1.00,21.00,0.0000,0.0000
2021-06-13,18,2021-06-13 18:24:59,13.50,0.75,0.75,13.50,1.00,23.00,0.0000,0.0000
2021-06-14,1,2021-06-14 01:04:59,11.50,1.00,0.75,11.50,1.00,21.00,0.0000,0.0000
