day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,4,2021-06-10 04:49:59,14.00,3.00,6.00,14.00,7.00,14.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:49:59,9.50,4.75,2.50,9.75,38.00,10.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:49:59,8.75,10.50,2.50,5.25,20.00,7.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:49:59,22.50,2.50,4.00,22.50,21.00,23.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:54:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:54:59,5.00,2.67,16.33,5.00,6.00,5.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:59:59,8.00,5.00,4.00,3.00,6.00,7.00,0.0000,0.0000
2021-06-10,4,2021-06-10 04:59:59,19.50,5.50,6.00,19.50,24.00,19.00,0.0333,0.0000
2021-06-10,4,2021-06-10 04:59:59,25.50,5.50,5.00,25.50,25.00,34.00,0.0000,0.1034
2021-06-10,5,2021-06-10 05:04:59,11.43,3.00,8.43,11.14,6.00,14.00,0.0108,0.0000
2021-06-10,5,2021-06-10 05:04:59,18.00,4.00,2.00,18.00,22.00,17.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:04:59,3.00,2.00,6.00,3.00,15.00,3.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:04:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.3750
2021-06-10,5,2021-06-10 05:04:59,9.00,3.00,0.00,9.00,5.00,9.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:04:59,2.83,4.00,4.33,2.89,8.00,2.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:09:59,8.00,4.00,6.00,7.00,63.00,7.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:09:59,7.50,5.00,4.50,8.00,43.00,21.00,0.0476,0.0000
2021-06-10,5,2021-06-10 05:14:59,32.17,3.83,9.83,32.33,6.00,32.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:14:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:19:59,11.50,4.00,5.00,11.00,75.00,18.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:24:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:34:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:44:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:49:59,45.00,4.00,2.00,46.00,20.00,53.00,0.0000,0.0000
2021-06-10,5,2021-06-10 05:49:59,30.33,3.67,5.00,30.33,4.00,30.00,0.0000,0.1765
2021-06-10,5,2021-06-10 05:49:59,29.50,5.50,6.00,29.50,9.00,29.00,0.0400,0.0000
2021-06-10,5,2021-06-10 05:54:59,30.40,4.80,15.60,30.40,3.00,32.00,0.0000,0.0000
