day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:09:59,128.00,33.63,3.75,4.25,39.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,27.40,89.60,1.20,27.20,56.00,27.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,4.00,41.00,62.00,4.00,55.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,39.33,42.33,2.67,31.60,30.00,42.00,0.0232,0.0000
2021-06-10,18,2021-06-10 18:14:59,29.33,37.00,11.17,28.71,48.00,32.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,8.00,24.00,2.00,8.00,45.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,9.00,43.00,0.00,11.00,27.00,15.00,0.0020,0.0000
2021-06-10,18,2021-06-10 18:14:59,4.40,59.20,4.40,4.60,38.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,13.50,49.80,5.30,13.35,52.00,15.00,0.0007,0.0000
2021-06-10,18,2021-06-10 18:14:59,26.00,112.75,4.25,26.00,34.00,30.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,13.00,35.00,2.00,13.00,15.00,13.00,0.1667,0.0000
2021-06-10,18,2021-06-10 18:14:59,12.40,27.80,1.40,12.40,33.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,4.00,37.00,1.14,4.57,22.00,4.00,0.0016,0.0000
2021-06-10,18,2021-06-10 18:14:59,26.90,61.50,14.80,26.00,62.00,27.00,0.0210,0.0000
2021-06-10,18,2021-06-10 18:14:59,0.00,0.00,0.00,92.57,105.00,32.00,0.0000,0.1277
2021-06-10,18,2021-06-10 18:14:59,0.00,0.00,0.00,203.40,83.00,21.00,0.0083,0.0052
2021-06-10,18,2021-06-10 18:14:59,4.50,37.50,4.25,4.75,31.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,14.00,42.00,1.00,14.00,45.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,0.00,0.00,0.00,4.00,64.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,10.14,34.14,1.57,10.00,24.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.25,37.25,3.00,4.25,44.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,14.38,51.75,1.75,13.22,41.00,20.00,0.0056,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.50,40.50,4.25,4.50,40.00,4.00,0.0000,0.0000
