day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,0,2021-06-10 00:04:59,21.50,11.00,8.00,21.50,7.00,21.00,0.0000,0.2593
2021-06-10,0,2021-06-10 00:04:59,20.00,9.33,1.00,20.00,17.00,26.00,0.0225,0.0000
2021-06-10,0,2021-06-10 00:04:59,19.71,24.14,1.43,19.43,49.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,2.50,6.50,1.00,2.50,15.00,16.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,6.33,12.33,5.00,6.33,8.00,10.00,0.0123,0.0000
2021-06-10,0,2021-06-10 00:14:59,8.50,7.00,19.50,8.50,19.00,15.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,22.00,4.00,3.00,22.00,27.00,22.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,22.50,3.00,28.00,22.50,84.00,22.00,0.0909,0.2800
2021-06-10,0,2021-06-10 00:14:59,16.50,5.00,24.50,16.50,6.00,20.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,2.00,8.00,1.00,2.00,26.00,1.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,0.00,0.00,0.00,41.00,41.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,23.00,2.00,8.00,23.00,3.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,22.00,5.00,12.00,22.00,5.00,22.00,0.0000,0.3182
2021-06-10,0,2021-06-10 00:24:59,12.50,6.00,1.50,12.00,6.00,20.00,0.0303,0.0000
2021-06-10,0,2021-06-10 00:24:59,21.00,9.00,6.00,21.00,5.00,21.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,1822.20,7.00,11.60,27.80,34.00,39.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,22.00,5.00,4.50,22.00,43.00,26.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,3.00,13.00,1.00,3.50,139.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,21.33,5.67,2.33,21.33,42.00,28.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,23.00,8.00,2.00,23.00,7.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,13.29,34.43,1.29,62.33,38.00,14.00,0.0149,0.0000
2021-06-10,0,2021-06-10 00:34:59,22.00,36.67,1.67,23.25,59.00,26.00,0.0000,0.0100
2021-06-10,0,2021-06-10 00:34:59,21.00,6.00,2.00,21.00,5.00,21.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.4286
2021-06-10,0,2021-06-10 00:39:59,6.00,4.00,1.00,2.00,9.00,6.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,2.00,112.00,225.00,3.00,69.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,26.00,16.00,2.00,81.00,146.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:44:59,22.50,3.50,13.50,22.50,12.00,22.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:44:59,18.20,3.40,9.80,18.20,55.00,24.00,0.0128,0.0000
2021-06-10,0,2021-06-10 00:44:59,15.14,6.57,5.57,15.29,22.00,21.00,0.0081,0.0000
2021-06-10,0,2021-06-10 00:49:59,22.50,3.50,12.50,22.50,4.00,22.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:49:59,10.33,36.00,35.00,10.00,47.00,10.00,0.1957,0.0000
2021-06-10,0,2021-06-10 00:49:59,5.00,10.00,1.33,5.00,16.00,6.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:49:59,17.33,5.00,5.67,17.00,33.00,16.00,0.0000,0.0208
2021-06-10,0,2021-06-10 00:54:59,20.33,10.00,11.17,21.43,45.00,26.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.4286
2021-06-10,0,2021-06-10 00:54:59,20.25,20.00,3.63,20.13,47.00,22.00,0.0320,0.0078
2021-06-10,0,2021-06-10 00:59:59,22.00,3.00,3.00,24.00,3.00,24.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:59:59,23.00,76.00,50.00,23.00,38.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:59:59,24.00,6.00,2.00,24.00,11.00,23.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:04:59,2.00,13.00,0.00,2.00,61.00,3.00,0.0002,0.0000
2021-06-10,1,2021-06-10 01:04:59,3.00,78.00,1.00,3.00,16.00,3.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:04:59,22.00,4.67,3.00,22.00,17.00,22.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:04:59,26.80,15.00,1.20,26.80,103.00,33.00,0.0366,0.0000
2021-06-10,1,2021-06-10 01:04:59,16.25,8.75,0.50,16.25,28.00,20.00,0.0000,0.0000
