day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:04:59,3.00,3.00,1.00,3.00,32.00,2.00,0.0060,0.0000
2021-06-10,18,2021-06-10 18:04:59,8.00,10.00,2.00,5.00,27.00,20.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,28.58,17.42,3.92,27.10,26.00,25.00,0.0008,0.0000
2021-06-10,18,2021-06-10 18:09:59,3.65,12.31,0.98,3.65,9.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,7.14,6.67,1.83,8.46,17.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,22.00,3.00,2.00,22.00,18.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,2.00,7.00,0.50,3.00,46.00,2.00,0.0009,0.0000
2021-06-10,18,2021-06-10 18:09:59,10.10,5.10,0.62,10.31,17.00,9.00,0.0002,0.0000
2021-06-10,18,2021-06-10 18:09:59,7.36,9.00,0.73,7.27,7.00,6.00,0.0014,0.0000
2021-06-10,18,2021-06-10 18:09:59,14.12,6.29,27.94,21.51,8.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,6.80,3.80,6.60,6.80,13.00,20.00,0.0013,0.0000
2021-06-10,18,2021-06-10 18:09:59,7.51,10.58,2.16,7.89,14.00,8.00,0.0073,0.0017
2021-06-10,18,2021-06-10 18:09:59,3.00,15.00,5.00,6.00,79.00,4.00,0.0043,0.0000
2021-06-10,18,2021-06-10 18:09:59,3.50,8.50,1.00,4.00,4.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,13.00,5.00,0.00,13.00,13.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,28.50,5.50,3.50,28.00,7.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,12.67,5.33,4.50,10.57,26.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,32.00,12.00,7.00,79.75,6.00,32.00,0.0882,0.0000
2021-06-10,18,2021-06-10 18:09:59,4.13,6.63,1.50,4.25,18.00,9.00,0.0000,0.0075
2021-06-10,18,2021-06-10 18:09:59,8.00,7.00,13.50,9.50,17.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,18.50,3.50,1.00,18.00,3.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,16.00,4.00,1.00,17.00,14.00,17.00,0.1200,0.0000
2021-06-10,18,2021-06-10 18:09:59,12.67,20.00,1.33,12.67,14.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,4.11,7.11,2.44,3.89,22.00,11.00,0.0000,0.0000
