day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:14:59,11.00,4.00,2.00,10.00,4.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,25.00,5.00,3.00,25.00,4.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,20.00,8.00,0.00,21.00,19.00,20.00,0.1379,0.0000
2021-06-10,18,2021-06-10 18:19:59,15.00,4.00,2.00,15.00,6.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,0.00,0.00,0.00,3.00,4.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,30.00,4.00,3.00,30.00,12.00,40.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,5.00,4.67,0.67,5.33,3.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,27.57,4.14,2543.71,21.08,3.00,31.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,0.00,0.00,0.00,43.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.50,6.50,3.00,4.50,13.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,26.00,1.67,1.33,27.00,2.00,27.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,1040.00,4.00,5.00,45.00,0.00,45.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,10.92,4.24,1.92,10.97,5.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,53.00,8.00,1.00,53.00,4.00,53.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,6.33,4.33,1.67,6.00,5.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,5.00,5.00,4.00,5.00,4.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,47.00,4.00,1.00,45.00,3.00,46.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,29.17,3.83,2966.00,29.17,0.00,31.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,0.00,0.00,0.00,0.00,3.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,58.00,89.00,1.00,59.00,33.00,58.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.4205
2021-06-10,18,2021-06-10 18:24:59,29.33,4.33,2965.17,29.33,0.00,38.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,7039.00,2.00,1.00,969.00,0.00,16.00,0.0000,0.2308
2021-06-10,18,2021-06-10 18:29:59,27.00,5.00,3.00,27.00,26.00,27.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,2.00,28.00,0.0000,0.1667
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,29.25,8.50,2959.25,29.00,0.00,36.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
