day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:04:59,2.00,13.00,1.00,3.00,14.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,8.50,40.00,4.50,9.00,33.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,15.33,31.33,2.33,15.00,23.00,16.00,0.0000,0.1667
2021-06-10,18,2021-06-10 18:04:59,18.00,14.00,2.00,18.00,28.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,8.50,49.50,0.50,7.50,13.00,7.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,11.33,37.00,4.00,11.00,33.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,15.67,20.67,1.67,15.33,13.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,37.00,1.00,2.00,16.00,2.00,0.0018,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,18.00,1.00,3.00,11.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,18.00,10.00,2.00,17.00,2.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,9.00,1.00,3.00,16.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,19.00,5.00,3.00,13.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,10.00,2.00,3.00,15.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,33.00,2.00,2.00,14.00,2.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,14.00,23.83,3.67,13.67,32.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,8.00,1.00,3.00,15.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,33.00,3.00,3.00,23.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,0.00,0.00,0.00,1026.00,0.00,0.00,0.0000,0.2800
2021-06-10,18,2021-06-10 18:04:59,0.00,0.00,0.00,43.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,24.50,34.75,5.50,24.00,37.00,24.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,20.00,28.25,7.25,19.60,34.00,16.00,0.0000,0.0435
2021-06-10,18,2021-06-10 18:04:59,32.00,32.67,25.33,32.00,24.00,32.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,25.40,40.80,1.60,26.20,45.00,20.00,0.0122,0.0000
2021-06-10,18,2021-06-10 18:04:59,17.44,18.78,2.44,17.33,40.00,22.00,0.0056,0.0000
2021-06-10,18,2021-06-10 18:04:59,14.50,34.00,20.00,14.00,49.00,21.00,0.0000,0.0000
