day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,0,2021-06-10 00:04:59,27.50,2.50,12.50,19.50,3.00,14.00,0.2188,0.0000
2021-06-10,0,2021-06-10 00:04:59,14.00,2.33,10.00,13.67,4.00,11.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,28.67,4.33,3.67,28.67,32.00,24.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,26.00,3.00,19.00,26.00,3.00,15.00,0.0000,0.1538
2021-06-10,0,2021-06-10 00:09:59,29.00,4.00,14.00,29.00,3.00,16.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,15.00,2.75,12.00,15.00,21.00,17.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,0.00,0.00,0.00,0.00,4.00,13.00,0.3889,0.0000
2021-06-10,0,2021-06-10 00:19:59,22.00,3.33,18.00,26.00,3.00,15.00,0.0000,0.1429
2021-06-10,0,2021-06-10 00:19:59,29.00,4.00,10.00,29.00,3.00,16.00,0.3182,0.0000
2021-06-10,0,2021-06-10 00:19:59,47.25,4.88,5.88,47.25,10.00,47.00,0.0000,0.0035
2021-06-10,0,2021-06-10 00:24:59,23.00,4.00,3.00,23.00,4.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,19.81,10.63,4.19,19.81,2.00,19.00,0.0680,0.0000
2021-06-10,0,2021-06-10 00:24:59,28.00,3.00,95.00,27.00,3.00,15.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,17.50,2.75,14.00,17.25,3.00,14.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,11.71,4.00,2.00,11.86,5.00,11.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,53.40,46.80,4.60,53.40,8.00,53.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,29.17,3.17,6.75,28.00,11.00,27.00,0.0000,0.0899
2021-06-10,0,2021-06-10 00:29:59,3.67,7.33,3.33,2.33,3.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,25.75,53.00,15.50,15.00,3.00,11.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,20.00,3.00,5.00,20.00,14.00,20.00,0.2857,0.0000
2021-06-10,0,2021-06-10 00:34:59,15.33,5.00,4.33,15.33,4.00,15.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,33.00,5.00,19.00,33.00,3.00,16.00,0.3043,0.0000
2021-06-10,0,2021-06-10 00:39:59,0.00,0.00,0.00,0.00,3.00,12.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:39:59,22.00,3.00,23.00,21.50,15.00,14.00,0.0500,0.1270
2021-06-10,0,2021-06-10 00:39:59,17.00,3.00,4.00,17.00,4.00,16.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:44:59,17.00,2.33,7.33,16.67,16.00,14.00,0.0385,0.0000
2021-06-10,0,2021-06-10 00:44:59,20.00,3.50,11.50,20.00,6.00,15.00,0.2424,0.0000
2021-06-10,0,2021-06-10 00:49:59,27.00,3.00,11.00,27.00,3.00,15.00,0.3043,0.0000
2021-06-10,0,2021-06-10 00:49:59,0.00,0.00,0.00,0.00,3.00,13.00,0.0000,0.1860
2021-06-10,0,2021-06-10 00:54:59,15.25,3.25,13.00,15.25,19.00,13.00,0.0789,0.0000
2021-06-10,0,2021-06-10 00:54:59,26.00,4.50,9.00,30.00,4.00,17.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:54:59,23.00,2.00,1.00,23.00,2.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:59:59,23.67,3.67,9.00,28.00,3.00,16.00,0.0000,0.1455
2021-06-10,0,2021-06-10 00:59:59,27.00,3.00,10.00,27.00,12.00,33.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:59:59,27.00,3.00,22.00,26.00,2.00,16.00,0.3182,0.0000
2021-06-10,1,2021-06-10 01:04:59,49.50,5.17,5.33,49.67,7.00,49.00,0.0000,0.0053
2021-06-10,1,2021-06-10 01:04:59,20.67,4.33,35.00,19.50,5.00,14.00,0.0000,0.0000
2021-06-10,1,2021-06-10 01:04:59,12.50,2.50,3.00,3.00,2.00,9.00,0.0000,0.0000
