day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:04:59,5.83,13.22,2.72,5.78,14.00,7.00,0.0059,0.0034
2021-06-10,18,2021-06-10 18:04:59,4.00,15.00,3.00,4.00,4.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,3.00,59.00,1.00,3.00,31.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:04:59,5.00,6.00,8.00,5.00,3.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,25.00,5.00,7.00,26.00,23.00,33.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,46.00,5.00,5.00,46.00,11.00,46.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,14.33,11.67,37.33,14.67,14.00,19.00,0.0270,0.0000
2021-06-10,18,2021-06-10 18:09:59,10.60,13.00,2.20,10.60,42.00,14.00,0.0304,0.0000
2021-06-10,18,2021-06-10 18:09:59,12.00,6.00,3.00,11.00,8.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,12.00,7.00,56.50,11.00,6.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,11.00,7.00,5.00,11.00,24.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,13.00,10.67,28.67,12.00,9.00,223.00,0.1707,0.0968
2021-06-10,18,2021-06-10 18:09:59,27.88,19.46,7.29,26.71,8.00,32.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,26.90,6.20,9.90,27.20,29.00,30.00,0.0094,0.0000
2021-06-10,18,2021-06-10 18:09:59,11.00,6.00,7.00,11.00,31.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,9.00,3.00,3.00,9.00,4.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,18.33,4.67,209.33,18.33,27.00,20.00,0.0000,0.2419
2021-06-10,18,2021-06-10 18:09:59,18.00,4.00,4.00,18.00,10.00,18.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,22.50,4.50,30.00,24.50,56.00,32.00,0.1892,0.0000
2021-06-10,18,2021-06-10 18:09:59,21.00,5.00,19.50,48.67,16.00,12.00,0.0043,0.0000
2021-06-10,18,2021-06-10 18:09:59,10.18,74.38,4.88,9.82,48.00,15.00,0.0592,0.0172
2021-06-10,18,2021-06-10 18:09:59,46.25,4.50,8.00,46.50,17.00,57.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,4.56,4.78,20.11,4.78,13.00,6.00,0.0976,0.0044
2021-06-10,18,2021-06-10 18:09:59,10.50,8.00,6.00,10.00,13.00,22.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:09:59,13.00,5.67,2.33,13.00,12.00,13.00,0.1064,0.0000
2021-06-10,18,2021-06-10 18:09:59,4.33,6.67,5.78,4.33,18.00,8.00,0.0273,0.0000
2021-06-10,18,2021-06-10 18:09:59,17.00,4.00,5.00,17.00,7.00,17.00,0.0769,0.0000
2021-06-10,18,2021-06-10 18:09:59,0.00,0.00,0.00,24.50,8.00,11.00,0.0647,0.0000
2021-06-10,18,2021-06-10 18:09:59,28.00,7.19,5.33,27.75,6.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,37.50,115.50,3.50,32.00,31.00,29.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,23.50,6.00,31.00,24.00,18.00,24.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,13.75,10.67,16.67,10.00,16.00,13.00,0.0244,0.0000
2021-06-10,18,2021-06-10 18:14:59,19.50,4.00,3.50,19.00,13.00,19.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,16.67,773.33,56.33,17.00,27.00,251.00,0.1569,0.0789
2021-06-10,18,2021-06-10 18:14:59,21.00,2.00,0.00,21.00,4.00,20.00,0.0455,0.0000
2021-06-10,18,2021-06-10 18:14:59,19.50,114.00,2.50,20.00,128.00,21.00,0.0417,0.0000
2021-06-10,18,2021-06-10 18:14:59,7.00,6.00,0.00,10.00,16.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,15.44,4.11,1.56,15.00,11.00,16.00,0.0093,0.0000
2021-06-10,18,2021-06-10 18:14:59,11.80,46.60,7.60,11.80,74.00,16.00,0.0602,0.0000
2021-06-10,18,2021-06-10 18:14:59,13.00,7.33,1.67,13.00,13.00,12.00,0.0040,0.0000
2021-06-10,18,2021-06-10 18:14:59,4.00,6.00,13.00,3.00,14.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,3.00,4.00,7.00,4.00,13.00,26.00,0.3036,0.2364
2021-06-10,18,2021-06-10 18:14:59,23.00,10.00,12.50,25.67,57.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,9.33,6.00,5.67,4.33,13.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,13.76,33.07,10.10,14.41,22.00,12.00,0.0065,0.0000
2021-06-10,18,2021-06-10 18:14:59,14.50,513.00,231.00,15.00,10.00,34.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:14:59,11.00,4.00,0.00,11.00,3.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,10.50,7.00,12.50,7.50,8.00,10.00,0.0833,0.0000
2021-06-10,18,2021-06-10 18:19:59,14.33,14.00,6.67,14.33,10.00,33.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,21.44,240.44,4.56,20.60,17.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,25.00,16.00,8.00,25.00,23.00,31.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,12.00,9.00,13.00,12.00,32.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.20,205.80,8.80,3.80,7.00,3.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,19.50,14.00,5.83,19.43,12.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,9.50,21.00,4.00,9.50,146.00,30.00,0.2184,0.2281
2021-06-10,18,2021-06-10 18:19:59,16.50,415.60,10.00,11.67,9.00,21.00,0.0000,0.1348
2021-06-10,18,2021-06-10 18:19:59,13.00,7.00,1.00,80.50,69.00,26.00,0.0500,0.0000
2021-06-10,18,2021-06-10 18:19:59,27.00,6.00,9.50,27.00,16.00,33.00,0.1304,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.00,2.00,3.00,4.00,43.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,4.00,10.00,0.00,4.00,14.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,6.00,3.86,5.43,6.43,29.00,14.00,0.1761,0.0000
2021-06-10,18,2021-06-10 18:24:59,13.67,5.33,4.33,9.00,18.00,22.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,5.00,1039.50,274.50,5.00,25.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,29.69,84.31,29.69,28.00,54.00,27.00,0.0333,0.1233
2021-06-10,18,2021-06-10 18:24:59,20.38,8.69,83.69,20.38,27.00,23.00,0.0041,0.0126
2021-06-10,18,2021-06-10 18:24:59,13.44,4.11,2.56,13.44,4.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,9.50,9.00,10.00,9.50,11.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,16.75,30.50,0.75,17.00,24.00,17.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,43.00,5.00,38.00,5.00,3.00,43.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,21.00,200.00,0.00,21.00,141.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,25.67,3.67,16.00,38.50,15.00,27.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,16.00,3.00,1.00,16.00,2.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,6.00,3.00,2.00,9.00,7.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,31.50,3.83,6.50,31.33,13.00,42.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,10.00,4.67,3.00,9.33,10.00,23.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,4.29,2.14,4.29,4.29,6.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,4.67,2.56,18.78,4.44,6.00,5.00,0.0068,0.0000
2021-06-10,18,2021-06-10 18:24:59,18.00,2.40,2.00,14.80,7.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,11.00,2.00,2.00,11.00,6.00,11.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,14.60,9.25,107.50,11.80,39.00,14.00,0.1558,0.1136
2021-06-10,18,2021-06-10 18:24:59,14.00,4.50,95.50,14.00,27.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,15.00,502.50,61.00,14.00,8.00,16.00,0.0000,0.0476
2021-06-10,18,2021-06-10 18:24:59,5.00,9.50,4.00,5.00,0.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,3.00,8.00,6.00,4.00,7.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,13.00,5.00,12.00,13.00,28.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,26.00,6.00,8.00,25.00,4.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,5.00,2.00,2.00,5.00,7.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,38.50,7.50,1.50,38.00,12.00,38.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,11.93,4.87,5.73,11.93,20.00,12.00,0.0142,0.0000
2021-06-10,18,2021-06-10 18:24:59,12.00,10.00,6.00,13.00,14.00,12.00,0.0000,0.0000
