day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:14:59,14.00,6914.00,109.00,9440.00,0.00,0.00,0.3617,0.0000
2021-06-10,18,2021-06-10 18:19:59,31.50,0.00,0.00,31.50,10.00,31.00,0.0800,0.0000
2021-06-10,18,2021-06-10 18:19:59,52.00,8541.00,258.00,51.00,0.00,51.00,0.2143,0.0000
2021-06-10,18,2021-06-10 18:19:59,14.00,0.50,0.50,13.50,1.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,22.67,6954.70,5256.50,2072.29,200.00,11.00,0.0054,0.0000
2021-06-10,18,2021-06-10 18:19:59,0.00,0.00,0.00,12.75,194.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,15.00,6.00,0.00,14.00,1.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,14.00,1.00,0.00,13.00,1.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,9.50,17.00,0.50,10.00,22.00,11.00,0.0370,0.0000
2021-06-10,18,2021-06-10 18:24:59,9.63,7.00,6.50,10.00,32.00,16.00,0.0085,0.0000
2021-06-10,18,2021-06-10 18:24:59,25.00,2.00,2.00,25.00,2.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,43.75,28.25,22.75,44.00,34.00,44.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,14.75,24.48,32.75,14.59,20.00,14.00,0.0067,0.0000
2021-06-10,18,2021-06-10 18:24:59,15.00,1.00,1.00,15.00,51.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,7.13,20.75,4.33,7.04,28.00,12.00,0.0039,0.0000
2021-06-10,18,2021-06-10 18:24:59,14.00,811.13,325.75,16.00,51.00,45.00,0.0088,0.0044
2021-06-10,18,2021-06-10 18:24:59,21.71,11.43,42.57,21.00,30.00,24.00,0.0009,0.0000
2021-06-10,18,2021-06-10 18:24:59,29.33,2599.00,0.00,50.00,104.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,5.33,2.33,5.33,5.00,7.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,4.58,112.96,0.58,4.67,12.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,44.21,23.21,2.63,43.68,6.00,43.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,5.00,3.00,23.00,5.00,11.00,19.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,24.00,2.00,3.00,25.00,21.00,39.00,0.0556,0.0000
2021-06-10,18,2021-06-10 18:29:59,12.00,7.00,0.00,12.00,30.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,26.47,16.97,4.00,26.37,18.00,26.00,0.0179,0.0000
2021-06-10,18,2021-06-10 18:29:59,4.67,27.17,1.50,4.83,6.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,12.88,27.38,3.63,12.75,52.00,13.00,0.0569,0.0000
2021-06-10,18,2021-06-10 18:29:59,4.33,2.00,15.67,4.00,5.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,32.10,16.60,2.44,33.44,29.00,29.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,10.00,595.78,6.75,13.20,41.00,28.00,0.0004,0.0000
2021-06-10,18,2021-06-10 18:29:59,6.60,9.40,4.80,6.60,27.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,4.20,29.00,1.80,60.20,22.00,4.00,0.0000,0.0370
2021-06-10,18,2021-06-10 18:34:59,85.95,47.95,3.58,30.53,27.00,31.00,0.0080,0.0000
2021-06-10,18,2021-06-10 18:34:59,4.00,42.00,2.00,3.00,65.00,3.00,0.0541,0.0000
2021-06-10,18,2021-06-10 18:34:59,12.50,29.50,4.17,15.33,23.00,22.00,0.0054,0.0000
2021-06-10,18,2021-06-10 18:34:59,10.33,203.67,7.00,24.00,25.00,20.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,24.43,8.14,12.86,24.43,12.00,25.00,0.0125,0.0000
2021-06-10,18,2021-06-10 18:34:59,10.67,43.58,6.08,10.58,51.00,13.00,0.0506,0.0000
2021-06-10,18,2021-06-10 18:34:59,8.00,2.00,0.50,8.50,2.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,0.00,0.00,0.00,104.00,104.00,0.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,5.50,2.00,4.00,5.00,4.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,11.33,18.00,0.00,11.67,46.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,28.40,24.40,4.38,32.11,36.00,27.00,0.0182,0.0000
2021-06-10,18,2021-06-10 18:39:59,17.33,2.33,7.33,16.67,20.00,23.00,0.0038,0.0000
2021-06-10,18,2021-06-10 18:39:59,27.00,34.00,1.50,27.00,29.00,26.00,0.0230,0.0000
2021-06-10,18,2021-06-10 18:39:59,16.50,3.50,0.00,16.50,53.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,4.00,2.00,23413.00,4.00,31.00,4.00,0.0259,0.0000
2021-06-10,18,2021-06-10 18:39:59,3.67,4.33,13082.00,4.00,32.00,4.00,0.0507,0.0000
2021-06-10,18,2021-06-10 18:39:59,30.25,290.75,2.25,23.75,17.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,10.00,1.00,0.00,10.00,3.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,4.50,39.13,0.88,4.63,2.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,0.00,0.00,0.00,91.00,185.00,13.00,0.0045,0.0000
2021-06-10,18,2021-06-10 18:39:59,29.67,19.00,2.00,29.67,4.00,31.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,13.00,29.00,17.00,13.00,19.00,24.00,0.0000,0.0172
2021-06-10,18,2021-06-10 18:44:59,9.00,1.50,1.00,9.00,3.00,8.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,4.00,49.00,1.00,3.00,62.00,3.00,0.0493,0.0000
2021-06-10,18,2021-06-10 18:44:59,8.00,2.50,1.00,8.00,2.00,12.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,31.00,3.00,10.00,31.00,191.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,5.00,2.00,1.00,4.00,45.00,4.00,0.0258,0.0000
2021-06-10,18,2021-06-10 18:44:59,24.00,6.00,2.00,25.00,15.00,38.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,22.25,28.25,6.67,17.00,19.00,21.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,26.00,18.50,4.67,23.33,14.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,0.00,0.00,0.00,253.00,61.00,19.00,0.0435,0.0000
2021-06-10,18,2021-06-10 18:49:59,24.25,13.50,3.25,24.75,166.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,21.86,6.71,6.83,22.29,52.00,19.00,0.0000,0.0318
2021-06-10,18,2021-06-10 18:49:59,6.75,262.75,4.75,6.50,20.00,6.00,0.0227,0.0000
2021-06-10,18,2021-06-10 18:49:59,14.00,46.00,3.00,36.25,87.00,22.00,0.0143,0.0000
2021-06-10,18,2021-06-10 18:49:59,29.80,2.60,4.00,29.20,5.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,0.00,0.00,0.00,0.00,191.00,13.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,26.40,15.60,9.60,25.80,11.00,28.00,0.0056,0.0000
2021-06-10,18,2021-06-10 18:49:59,217.67,1.67,0.33,217.33,25.00,235.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,15.00,1.00,1.00,15.00,105.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,4.67,1229.67,28076.33,4.33,0.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,44.87,27.57,1924.29,44.40,38.00,44.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,19.00,1.00,0.00,18.25,1.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,4.67,13.67,0.83,4.83,7.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,9.50,26.50,22.50,9.50,20.00,9.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,15.00,3.00,0.00,16.00,2.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,22.50,1.00,9.00,22.50,0.00,22.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,29.50,2.00,3.50,26.50,26.00,28.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,8.17,36.83,2.83,8.83,46.00,12.00,0.0943,0.0000
2021-06-10,18,2021-06-10 18:54:59,10.00,12.00,5.00,10.00,2.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,4.00,2.00,1.50,4.50,11.00,4.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,27.00,2.00,1.00,27.50,3.00,27.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,10.00,2.00,3.00,10.00,16.00,10.00,0.0526,0.0000
2021-06-10,18,2021-06-10 18:54:59,25.33,0.67,4.67,25.00,0.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,24.08,1640.75,9187.00,49.00,134.00,20.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,13.60,530.00,11.00,34.00,85.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,4.00,41.50,2.00,3.00,185.00,13.00,0.0026,0.0000
2021-06-10,18,2021-06-10 18:54:59,10.50,17.50,6.50,9.50,52.00,9.00,0.0189,0.0000
2021-06-10,18,2021-06-10 18:54:59,5.00,2.00,26.00,5.00,10.00,17.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,19.00,2.00,1.00,19.00,3.00,19.00,0.0000,0.0652
2021-06-10,18,2021-06-10 18:54:59,9.67,1.00,0.67,9.33,1.00,10.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,24.00,4.00,3.00,24.00,2.00,37.00,0.0000,0.0000
