day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,6,2021-06-10 06:24:59,11.00,358.00,1090.00,11.00,738.00,24.00,0.2000,0.1000
2021-06-10,6,2021-06-10 06:24:59,9.00,12407.00,4979.00,0.00,0.00,0.00,0.0000,0.1429
2021-06-10,6,2021-06-10 06:24:59,15.84,5618.00,1486.00,32.00,382.00,39.00,0.0112,0.0043
2021-06-10,6,2021-06-10 06:24:59,11.67,100.00,0.67,11.67,87.00,11.00,0.0000,0.0000
2021-06-10,6,2021-06-10 06:24:59,16.74,1456.37,140.00,16.17,174.00,51.00,0.0196,0.0050
2021-06-10,6,2021-06-10 06:24:59,15.00,8.00,4.00,14.00,39.00,14.00,0.0588,0.0000
2021-06-10,6,2021-06-10 06:24:59,6.83,2973.75,296.75,6.55,1164.00,74.00,0.1423,0.0092
2021-06-10,6,2021-06-10 06:24:59,22.50,1532.50,65.50,22.50,142.00,25.00,0.1471,0.0000
2021-06-10,6,2021-06-10 06:24:59,25.00,124.00,4.00,25.00,117.00,25.00,0.0554,0.0000
2021-06-10,6,2021-06-10 06:24:59,40.50,1186.00,25.50,41.00,328.00,41.00,0.1579,0.0000
2021-06-10,6,2021-06-10 06:24:59,12.13,1072.38,361.13,12.13,106.00,42.00,0.0335,0.0002
2021-06-10,6,2021-06-10 06:24:59,11.00,261.00,3.00,11.00,102.00,11.00,0.0000,0.0000
2021-06-10,6,2021-06-10 06:24:59,31.67,4486.00,696.67,31.00,1195.00,31.00,0.1364,0.0313
2021-06-10,6,2021-06-10 06:29:59,2.00,4.00,2.00,2.00,75.00,2.00,0.0339,0.0000
2021-06-10,6,2021-06-10 06:29:59,10.25,210.83,345.50,10.33,86.00,10.00,0.0402,0.0001
2021-06-10,6,2021-06-10 06:29:59,40.64,241.33,6.90,39.41,82.00,45.00,0.0833,0.0000
2021-06-10,6,2021-06-10 06:29:59,7.45,349.25,16.90,7.40,221.00,10.00,0.0972,0.0080
2021-06-10,6,2021-06-10 06:29:59,31.00,6.00,2.00,31.00,72.00,31.00,0.0121,0.0000
2021-06-10,6,2021-06-10 06:29:59,9.50,48.50,9.25,9.50,95.00,77.00,0.1117,0.0051
2021-06-10,6,2021-06-10 06:29:59,13.50,9.50,6.00,13.00,6.00,16.00,0.0000,0.0000
2021-06-10,6,2021-06-10 06:29:59,10.73,571.36,7.82,10.73,122.00,54.00,0.0409,0.0040
2021-06-10,6,2021-06-10 06:29:59,2.33,45.17,6.33,2.33,115.00,4.00,0.0091,0.0000
2021-06-10,6,2021-06-10 06:29:59,10.50,2470.00,4191.67,11.00,238.00,11.00,0.0208,0.0000
2021-06-10,6,2021-06-10 06:29:59,12.64,97.82,6.55,12.73,63.00,16.00,0.0134,0.0040
2021-06-10,6,2021-06-10 06:34:59,2.00,56.00,1.00,2.00,68.00,4.00,0.0399,0.0008
