day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,18,2021-06-10 18:19:59,12.00,9.00,0.00,12.00,10.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:19:59,51.00,18.00,0.00,51.00,12.00,48.00,0.0000,0.0169
2021-06-10,18,2021-06-10 18:19:59,0.00,0.00,0.00,16.00,124.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,10.00,1.00,1.00,4.00,0.00,17.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:24:59,12.00,6.00,0.00,13.00,93.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:29:59,0.00,0.00,0.00,0.00,125.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,7.00,1.00,2.00,4.00,0.00,17.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:34:59,0.00,0.00,0.00,0.00,126.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:39:59,0.00,0.00,0.00,0.00,124.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:44:59,5.00,1.00,1.00,4.00,0.00,16.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:49:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:54:59,16.00,6.00,0.33,16.67,3.00,20.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:59:59,0.00,0.00,0.00,0.00,126.00,15.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:59:59,5.00,19.00,0.00,5.00,7.00,5.00,0.0000,0.0000
2021-06-10,18,2021-06-10 18:59:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:04:59,0.00,0.00,0.00,0.00,124.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:04:59,5.00,1.00,0.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:09:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:09:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:14:59,26.00,11.00,0.00,25.00,6.00,25.00,0.2326,0.0000
2021-06-10,19,2021-06-10 19:14:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:14:59,6.00,1.00,2.00,7.00,0.00,18.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:19:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:19:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:24:59,55.00,8.00,0.00,55.00,8.00,55.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:24:59,6.00,0.00,1.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:24:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:29:59,0.00,0.00,0.00,0.00,1.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:29:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:34:59,5.00,1.00,0.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:34:59,0.00,0.00,0.00,0.00,126.00,15.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:39:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:39:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:44:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:44:59,7.00,1.00,1.00,6.00,0.00,17.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:49:59,0.00,0.00,0.00,0.00,126.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:49:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:54:59,0.00,0.00,0.00,0.00,128.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:54:59,5.00,1.00,1.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:59:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,19,2021-06-10 19:59:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:04:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:04:59,5.00,1.00,0.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:09:59,0.00,0.00,0.00,0.00,0.00,26.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:09:59,0.00,0.00,0.00,0.00,125.00,15.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:14:59,6.00,0.00,1.00,4.00,0.00,17.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:14:59,0.00,0.00,0.00,0.00,128.00,15.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:19:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:19:59,0.00,0.00,0.00,0.00,128.00,14.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:24:59,5.00,1.00,0.00,5.00,0.00,17.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:24:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:29:59,0.00,0.00,0.00,0.00,0.00,25.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:29:59,0.00,0.00,0.00,0.00,127.00,14.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:34:59,0.00,0.00,0.00,0.00,128.00,14.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:34:59,6.00,1.00,0.00,5.00,0.00,20.00,0.0000,0.0000
2021-06-10,20,2021-06-10 20:39:59,54.00,38.00,0.00,53.00,14.00,51.00,0.0000,0.0256
