day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,0,2021-06-10 00:04:59,53.91,49.55,3.82,53.64,58.00,57.00,0.0485,0.0040
2021-06-10,0,2021-06-10 00:04:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,24.00,3.50,7.50,24.00,3.00,24.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,0.00,0.00,0.00,0.00,124.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,44.00,3.00,49.00,44.00,23.00,44.00,0.0476,0.0000
2021-06-10,0,2021-06-10 00:04:59,70.00,137.00,28.56,69.78,31.00,88.00,0.0123,0.0000
2021-06-10,0,2021-06-10 00:04:59,4.00,1.00,1.00,3.00,1.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:04:59,9.00,3.00,1.00,9.00,21.00,23.00,0.0833,0.0000
2021-06-10,0,2021-06-10 00:04:59,12.00,10.00,134.00,11.00,3.00,11.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,25.00,4.00,7.00,275.00,15.00,25.00,0.0000,0.0556
2021-06-10,0,2021-06-10 00:09:59,38.67,347.83,12.00,47.86,157.00,39.00,0.0508,0.0000
2021-06-10,0,2021-06-10 00:09:59,0.00,0.00,0.00,0.00,117.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,44.00,4.33,13.00,44.00,4.00,44.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,4.00,1.00,0.00,3.00,1.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,45.00,6.00,9.00,45.00,0.00,45.00,0.3636,0.0000
2021-06-10,0,2021-06-10 00:14:59,0.00,0.00,0.00,0.00,103.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,0.00,0.00,0.00,0.00,125.00,25.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,22.00,5.00,7.00,22.00,4.00,22.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,31.00,4.00,5.00,285.00,5.00,31.00,0.0000,0.1111
2021-06-10,0,2021-06-10 00:24:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.4706
2021-06-10,0,2021-06-10 00:24:59,24.00,4.00,4.00,24.00,118.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,0.00,0.00,0.00,0.00,121.00,23.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:29:59,4.00,1.00,0.00,3.00,1.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,28.00,14.00,3.00,28.00,454.00,28.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:34:59,44.33,5.67,4.33,44.33,3.00,44.00,0.0000,0.0000
