day,hour,specifictime,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,indicator7,indicator8
2021-06-10,0,2021-06-10 00:04:59,17.25,7.75,0.50,17.00,16.00,23.00,0.0373,0.0000
2021-06-10,0,2021-06-10 00:04:59,14.00,4.00,11.00,13.50,164.00,17.00,0.1064,0.0000
2021-06-10,0,2021-06-10 00:09:59,10.60,6.20,1.60,24.83,35.00,14.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,15.00,11.00,0.00,14.00,9.00,14.00,0.1538,0.0000
2021-06-10,0,2021-06-10 00:09:59,11.40,5.80,25.60,11.20,37.00,17.00,0.0260,0.0000
2021-06-10,0,2021-06-10 00:09:59,11.00,8.00,16.50,11.00,23.00,11.00,0.0769,0.0000
2021-06-10,0,2021-06-10 00:09:59,3.00,7.00,0.00,3.00,5.00,3.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:09:59,17.33,16.33,0.00,17.00,21.00,17.00,0.0108,0.0000
2021-06-10,0,2021-06-10 00:09:59,17.00,4.00,2.50,16.50,204.00,17.00,0.0500,0.0000
2021-06-10,0,2021-06-10 00:09:59,23.00,15.25,10.00,23.00,72.00,24.00,0.1176,0.0000
2021-06-10,0,2021-06-10 00:09:59,0.00,0.00,0.00,0.00,19.00,23.00,0.0468,0.0032
2021-06-10,0,2021-06-10 00:09:59,18.00,3.33,17.33,17.67,116.00,13.00,0.0417,0.0000
2021-06-10,0,2021-06-10 00:09:59,15.00,3.75,4.25,14.75,8.00,14.00,0.0444,0.0000
2021-06-10,0,2021-06-10 00:14:59,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:14:59,18.67,3.67,1.33,18.67,128.00,18.00,0.0357,0.0000
2021-06-10,0,2021-06-10 00:14:59,12.67,7.33,45.00,13.00,21.00,21.00,0.0409,0.0000
2021-06-10,0,2021-06-10 00:19:59,10.00,7.00,0.00,11.00,5.00,11.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,22.75,10.50,11.75,22.50,21.00,23.00,0.0263,0.0000
2021-06-10,0,2021-06-10 00:19:59,14.40,7.40,1.20,331.83,170.00,22.00,0.0282,0.0000
2021-06-10,0,2021-06-10 00:19:59,21.00,4.00,11.00,20.00,213.00,20.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,14.00,3.33,4.33,14.00,108.00,14.00,0.0541,0.0000
2021-06-10,0,2021-06-10 00:19:59,8.00,69.75,8.75,8.50,16.00,7.00,0.0141,0.0145
2021-06-10,0,2021-06-10 00:19:59,22.00,10.00,0.00,23.00,5.00,26.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:19:59,14.00,535.50,30.00,14.00,95.00,17.00,0.1509,0.0000
2021-06-10,0,2021-06-10 00:19:59,0.00,0.00,0.00,0.00,23.00,23.00,0.0476,0.0000
2021-06-10,0,2021-06-10 00:24:59,46.00,27.00,2.00,47.00,4.00,47.00,0.0000,0.0000
2021-06-10,0,2021-06-10 00:24:59,19.00,4.67,1.33,18.67,83.00,19.00,0.0213,0.0000
2021-06-10,0,2021-06-10 00:24:59,13.50,3.00,9.50,13.50,77.00,17.00,0.1351,0.0000
2021-06-10,0,2021-06-10 00:24:59,13.00,10.00,0.00,13.00,17.00,22.00,0.0435,0.0024
